Area,Room,Parking,Warehouse,Elevator,Address,Price
105,2,TRUE,TRUE,TRUE,Pardis,33333.33
105,2,TRUE,TRUE,TRUE,Saadat Abad,256666.67
160,2,TRUE,TRUE,TRUE,Pardis,64333.33
100,2,TRUE,TRUE,TRUE,Pardis,19500
125,3,TRUE,TRUE,TRUE,Saadat Abad,416666.67
94,2,TRUE,FALSE,TRUE,Pardis,33000
80,2,FALSE,TRUE,FALSE,Northern Janatabad,73333.33
75,2,TRUE,FALSE,TRUE,Parastar,76666.67
99,3,TRUE,TRUE,TRUE,North Program Organization,139666.67
90,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,136633.33
129,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,150000
245,3,TRUE,TRUE,TRUE,Aqdasieh,1216666.67
102,2,TRUE,TRUE,FALSE,Parastar,67666.67
141,3,TRUE,TRUE,TRUE,Pakdasht,40833.33
96,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,128000
155,3,TRUE,TRUE,TRUE,Heravi,286666.67
300,3,TRUE,TRUE,TRUE,Farmanieh,1850000
87,2,TRUE,TRUE,TRUE,Gheitarieh,208800
87,2,TRUE,TRUE,TRUE,Gheitarieh,208800
105,2,TRUE,TRUE,TRUE,Gheitarieh,206666.67
61,1,TRUE,TRUE,TRUE,Shahran,61666.67
88,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,123333.33
101,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,123333.33
160,2,TRUE,TRUE,TRUE,Pardis,64333.33
130,2,TRUE,TRUE,TRUE,Southern Chitgar,108333.33
150,3,TRUE,TRUE,TRUE,Karimkhan,260000
144,2,TRUE,TRUE,TRUE,Railway,220000
91,2,TRUE,TRUE,TRUE,Southern Janatabad,150000
68,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,73333.33
133,3,TRUE,TRUE,TRUE,Rudhen,75333.33
71,2,TRUE,TRUE,TRUE,Si Metri Ji,54433.33
64,1,TRUE,TRUE,TRUE,Pardis,22666.67
132,2,TRUE,TRUE,TRUE,Rudhen,74800
95,2,TRUE,TRUE,TRUE,Abazar,186666.67
95,2,TRUE,TRUE,TRUE,Abazar,150000
102,2,TRUE,TRUE,TRUE,Abazar,173333.33
120,2,TRUE,TRUE,TRUE,Abazar,208333.33
117,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,153333.33
55,1,TRUE,TRUE,TRUE,Karoon,52333.33
60,1,TRUE,TRUE,TRUE,Northern Chitgar,9833.33
85,2,TRUE,TRUE,TRUE,Jeyhoon,63333.33
80,2,FALSE,TRUE,TRUE,Jeyhoon,58333.33
54,1,TRUE,TRUE,TRUE,Jeyhoon,50000
57,1,TRUE,TRUE,TRUE,Feiz Garden,62666.67
101,2,TRUE,FALSE,TRUE,Pirouzi,104333.33
65,2,TRUE,TRUE,FALSE,Feiz Garden,65333.33
91,2,TRUE,TRUE,TRUE,Punak,107666.67
105,2,TRUE,TRUE,TRUE,Pardis,23000
86,2,TRUE,TRUE,TRUE,Central Janatabad,116000
200,3,TRUE,TRUE,TRUE,Farmanieh,1166666.67
87,2,TRUE,TRUE,TRUE,Pardis,25333.33
103,2,TRUE,TRUE,TRUE,Shahran,118333.33
81,2,TRUE,TRUE,TRUE,East Pars,96390
73,2,TRUE,TRUE,TRUE,Feiz Garden,86666.67
90,2,TRUE,TRUE,TRUE,Northern Chitgar,15166.67
134,3,TRUE,TRUE,TRUE,Andisheh,53333.33
60,1,TRUE,TRUE,TRUE,Shahran,61666.67
51,1,TRUE,TRUE,FALSE,Shahran,67333.33
108,2,TRUE,TRUE,FALSE,Pardis,43333.33
86,2,TRUE,TRUE,TRUE,Pardis,20333.33
110,2,TRUE,TRUE,FALSE,Pardis,62333.33
88,2,TRUE,TRUE,TRUE,Pardis,24666.67
85,2,TRUE,TRUE,TRUE,Pardis,26000
100,2,TRUE,TRUE,TRUE,Pirouzi,100000
87,2,TRUE,TRUE,TRUE,Pardis,23833.33
191,3,TRUE,TRUE,TRUE,Farmanieh,604833.33
91,2,TRUE,TRUE,TRUE,Salsabil,69766.67
282,3,TRUE,TRUE,TRUE,Farmanieh,1222000
282,2,TRUE,TRUE,TRUE,Niavaran,1000000
210,3,TRUE,TRUE,TRUE,Farmanieh,770000
87,2,TRUE,TRUE,TRUE,Pardis,21666.67
170,2,TRUE,TRUE,TRUE,Kook,238000
89,2,TRUE,TRUE,TRUE,Moniriyeh,68233.33
64,2,TRUE,TRUE,TRUE,Saadat Abad,106666.67
89,2,TRUE,TRUE,TRUE,Northern Janatabad,103333.33
135,3,TRUE,TRUE,TRUE,Zaferanieh,393333.33
75,2,FALSE,FALSE,FALSE,Air force,55000
105,2,TRUE,TRUE,TRUE,Air force,133000
320,4,TRUE,TRUE,TRUE,Saadat Abad,1333333.33
111,2,TRUE,TRUE,TRUE,Saadat Abad,226666.67
133,3,TRUE,TRUE,TRUE,Sohanak,248266.67
65,1,TRUE,TRUE,FALSE,Saadat Abad,108333.33
65,1,FALSE,TRUE,TRUE,Lavizan,88333.33
112,2,TRUE,TRUE,TRUE,Gheitarieh,273333.33
147,3,TRUE,TRUE,TRUE,Ekhtiarieh,280000
150,3,TRUE,TRUE,TRUE,Saadat Abad,400000
67,1,TRUE,TRUE,TRUE,Southern Janatabad,115000
220,3,TRUE,TRUE,TRUE,Ekhtiarieh,500000
66,2,TRUE,TRUE,TRUE,Narmak,83666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,62666.67
180,3,TRUE,TRUE,TRUE,Aqdasieh,420000
103,2,TRUE,TRUE,TRUE,Saadat Abad,173333.33
68,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,119000
115,2,TRUE,TRUE,TRUE,Pasdaran,366666.67
115,2,TRUE,TRUE,TRUE,Andisheh,63333.33
150,3,TRUE,TRUE,TRUE,Narmak,280000
78,2,TRUE,TRUE,TRUE,Qasr-od-Dasht,66666.67
100,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,33333.33
58,1,TRUE,TRUE,TRUE,Punak,88333.33
90,2,TRUE,TRUE,TRUE,Punak,140000
235,3,TRUE,TRUE,TRUE,Gheitarieh,800000
48,1,TRUE,TRUE,TRUE,Punak,75000
70,2,TRUE,TRUE,TRUE,Punak,93333.33
86,2,TRUE,TRUE,TRUE,Punak,140000
79,2,TRUE,TRUE,TRUE,Pardis,18333.33
88,2,TRUE,TRUE,TRUE,Central Janatabad,120000
145,3,TRUE,TRUE,TRUE,Qalandari,433333.33
64,2,TRUE,TRUE,FALSE,Jeyhoon,50000
135,3,TRUE,TRUE,TRUE,Saadat Abad,382500
50,1,FALSE,TRUE,FALSE,Pirouzi,42000
87,2,TRUE,TRUE,TRUE,Pardis,18000
84,2,TRUE,TRUE,TRUE,Pardis,18333.33
300,4,TRUE,TRUE,TRUE,Zaferanieh,1400000
137,3,TRUE,TRUE,TRUE,Zaferanieh,333333.33
105,2,TRUE,TRUE,TRUE,Velenjak,316666.67
145,2,TRUE,TRUE,TRUE,Zaferanieh,366666.67
84,2,TRUE,TRUE,TRUE,Pardis,18666.67
170,2,TRUE,TRUE,TRUE,Zaferanieh,1066666.67
157,3,TRUE,TRUE,TRUE,Zaferanieh,493333.33
170,3,TRUE,TRUE,TRUE,Zaferanieh,633333.33
283,3,TRUE,TRUE,TRUE,Zaferanieh,990000
84,2,TRUE,TRUE,TRUE,Pardis,18000
"3,310,000,000",2,TRUE,TRUE,TRUE,Ostad Moein,110333.33
84,2,TRUE,TRUE,TRUE,Pardis,18333.33
80,2,TRUE,TRUE,FALSE,Northern Janatabad,108333.33
863,2,TRUE,TRUE,TRUE,Gheitarieh,261000
125,2,TRUE,TRUE,TRUE,Kamranieh,290000
65,2,TRUE,TRUE,TRUE,Punak,78333.33
105,2,TRUE,TRUE,TRUE,Southern Janatabad,176666.67
170,3,TRUE,TRUE,TRUE,Farmanieh,623333.33
230,3,TRUE,TRUE,TRUE,Ekhtiarieh,643333.33
200,3,TRUE,TRUE,TRUE,Pasdaran,733333.33
150,3,TRUE,TRUE,TRUE,Pasdaran,433333.33
93,2,TRUE,TRUE,TRUE,Central Janatabad,155000
110,2,TRUE,TRUE,TRUE,Central Janatabad,150000
415,5,TRUE,TRUE,TRUE,Niavaran,1798333.33
95,2,TRUE,TRUE,TRUE,Saadat Abad,190000
128,3,TRUE,TRUE,TRUE,Ekhtiarieh,298666.67
140,2,TRUE,TRUE,TRUE,Saadat Abad,280000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,106666.67
70,2,TRUE,TRUE,TRUE,Saadat Abad,130000
173,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,317166.67
72,2,TRUE,TRUE,TRUE,Southern Janatabad,105000
73,2,TRUE,TRUE,TRUE,Saadat Abad,130000
75,1,TRUE,TRUE,TRUE,Central Janatabad,106666.67
67,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,73333.33
68,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,90000
88,2,TRUE,TRUE,TRUE,Pardis,63333.33
111,2,TRUE,TRUE,TRUE,Saadat Abad,188700
98,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,125000
62,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,91666.67
80,2,TRUE,TRUE,TRUE,Central Janatabad,141333.33
200,4,TRUE,TRUE,TRUE,Saadat Abad,500000
210,4,TRUE,TRUE,TRUE,Saadat Abad,516666.67
162,3,TRUE,TRUE,TRUE,Shahrake Gharb,405000
150,3,TRUE,TRUE,TRUE,Ekhtiarieh,400000
82,2,TRUE,TRUE,TRUE,Pardis,36666.67
130,3,TRUE,TRUE,TRUE,Pasdaran,370000
76,2,TRUE,TRUE,TRUE,Saadat Abad,133333.33
96,2,TRUE,TRUE,TRUE,Shahrake Gharb,160000
103,2,TRUE,TRUE,TRUE,Saadat Abad,173333.33
135,3,TRUE,FALSE,TRUE,Saadat Abad,290000
140,2,TRUE,TRUE,TRUE,Shahrake Gharb,420000
165,3,TRUE,TRUE,TRUE,Shahrake Gharb,493333.33
120,2,TRUE,TRUE,TRUE,Shahrake Qods,35000
160,2,TRUE,TRUE,TRUE,Pardis,66666.67
150,3,TRUE,TRUE,TRUE,Gheitarieh,300000
51,1,FALSE,TRUE,TRUE,Pirouzi,43333.33
75,1,TRUE,TRUE,TRUE,Ekhtiarieh,130000
180,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,330000
93,2,TRUE,TRUE,TRUE,Shahrake Qods,39370
84,2,TRUE,TRUE,TRUE,Shahrake Qods,38360
92,2,FALSE,TRUE,TRUE,Shahrake Qods,33733.33
105,2,TRUE,TRUE,TRUE,Shahrake Qods,45500
67,2,TRUE,TRUE,FALSE,Central Janatabad,80000
100,2,TRUE,TRUE,TRUE,Ekhtiarieh,183333.33
170,3,TRUE,TRUE,TRUE,Pasdaran,360000
162,3,TRUE,TRUE,TRUE,Pasdaran,253333.33
43,1,TRUE,TRUE,TRUE,Shahran,69333.33
150,3,TRUE,TRUE,TRUE,Gheitarieh,416666.67
245,3,TRUE,TRUE,TRUE,Farmanieh,735000
93,2,TRUE,TRUE,TRUE,Northern Janatabad,138000
60,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,9833.33
128,3,TRUE,TRUE,TRUE,Gheitarieh,310000
87,2,TRUE,TRUE,TRUE,Pardis,26500
100,2,TRUE,TRUE,TRUE,Heravi,183333.33
124,2,TRUE,TRUE,TRUE,Heravi,234666.67
156,3,TRUE,TRUE,TRUE,Abazar,313333.33
171,3,TRUE,TRUE,TRUE,Gheitarieh,466666.67
58,2,TRUE,TRUE,FALSE,Central Janatabad,69333.33
88,2,TRUE,TRUE,TRUE,Amirieh,67466.67
190,3,TRUE,TRUE,TRUE,Niavaran,823333.33
61,1,TRUE,TRUE,FALSE,Central Janatabad,72666.67
165,3,TRUE,TRUE,TRUE,Niavaran,573333.33
235,3,TRUE,TRUE,TRUE,Gheitarieh,883333.33
87,2,TRUE,TRUE,TRUE,Pardis,22333.33
121,3,TRUE,TRUE,TRUE,Pardis,21000
105,2,TRUE,TRUE,TRUE,Pardis,31833.33
100,3,TRUE,TRUE,TRUE,Pardis,16666.67
105,2,TRUE,TRUE,TRUE,Pardis,32666.67
69,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,68333.33
115,2,TRUE,TRUE,TRUE,Shahrake Gharb,433333.33
157,3,TRUE,TRUE,TRUE,Shahrake Gharb,616666.67
145,3,TRUE,TRUE,TRUE,Heravi,251366.67
160,3,TRUE,TRUE,TRUE,Velenjak,356666.67
261,4,TRUE,TRUE,TRUE,Zaferanieh,866666.67
145,3,TRUE,TRUE,TRUE,Zaferanieh,366666.67
51,1,FALSE,TRUE,TRUE,Pirouzi,42500
87,2,TRUE,TRUE,TRUE,Pardis,16333.33
116,2,TRUE,TRUE,TRUE,Dehkade Olampic,145000
95,2,TRUE,TRUE,TRUE,Jeyhoon,76000
75,2,TRUE,TRUE,TRUE,Jeyhoon,75000
86,2,TRUE,TRUE,TRUE,Komeil,65933.33
95,2,TRUE,TRUE,TRUE,Punak,140000
85,2,TRUE,TRUE,TRUE,,65166.67
88,2,TRUE,TRUE,TRUE,Valiasr,67466.67
93,2,TRUE,TRUE,TRUE,Amir Bahador,71300
70,2,TRUE,TRUE,TRUE,Amirieh,54333.33
140,3,TRUE,TRUE,TRUE,Saadat Abad,326666.67
81,2,TRUE,TRUE,TRUE,Central Janatabad,133333.33
109,2,TRUE,TRUE,TRUE,Shahran,116666.67
122,2,TRUE,TRUE,TRUE,Aqdasieh,233333.33
70,1,TRUE,TRUE,TRUE,Central Janatabad,103333.33
60,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,81666.67
53,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,64000
45,1,FALSE,FALSE,FALSE,Ostad Moein,40000
58,1,TRUE,TRUE,FALSE,Punak,63333.33
140,3,TRUE,TRUE,TRUE,Dehkade Olampic,146666.67
100,2,TRUE,TRUE,TRUE,Kook,119333.33
96,2,TRUE,TRUE,TRUE,Azadshahr,125000
79,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,95000
125,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,125000
75,2,TRUE,TRUE,TRUE,Northern Janatabad,101666.67
145,2,TRUE,TRUE,TRUE,Azadshahr,150000
102,2,TRUE,TRUE,FALSE,Railway,150666.67
115,2,TRUE,TRUE,TRUE,Zibadasht,145000
140,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,283333.33
66,1,TRUE,TRUE,TRUE,Punak,110000
161,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,278333.33
102,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,150000
145,4,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,170000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,99000
78,2,TRUE,TRUE,TRUE,Parand,15333.33
90,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,105000
66,1,TRUE,TRUE,FALSE,Ostad Moein,36333.33
48,1,TRUE,TRUE,TRUE,Jeyhoon,27000
85,2,TRUE,TRUE,TRUE,Shahran,106666.67
63,1,TRUE,TRUE,TRUE,Salsabil,66666.67
105,2,TRUE,TRUE,TRUE,Dehkade Olampic,34500
55,1,TRUE,TRUE,FALSE,Komeil,36333.33
103,2,TRUE,TRUE,TRUE,Northern Chitgar,34500
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,333333.33
101,2,TRUE,TRUE,TRUE,Southern Chitgar,34500
106,2,TRUE,TRUE,FALSE,Islamshahr,41500
100,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,34500
77,2,TRUE,TRUE,TRUE,Shahran,88333.33
66,2,TRUE,TRUE,TRUE,Central Janatabad,90000
105,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,120000
117,2,TRUE,TRUE,TRUE,,216666.67
118,2,TRUE,TRUE,TRUE,Shahran,130000
151,3,TRUE,TRUE,TRUE,Shahrake Qods,50333.33
"16,160,000,000",3,TRUE,TRUE,TRUE,Pasdaran,538666.67
86,2,TRUE,TRUE,TRUE,Pardis,16666.67
85,2,TRUE,TRUE,TRUE,Pardis,20000
86,2,TRUE,TRUE,TRUE,Pardis,25000
86,2,TRUE,TRUE,TRUE,Pardis,20000
75,2,TRUE,TRUE,TRUE,Central Janatabad,110000
200,3,TRUE,TRUE,TRUE,Farmanieh,666666.67
46,1,TRUE,TRUE,FALSE,Andisheh,15000
98,2,TRUE,TRUE,TRUE,Pardis,19000
90,2,TRUE,TRUE,TRUE,Zaferanieh,223333.33
70,2,TRUE,TRUE,TRUE,Southern Janatabad,98333.33
40,1,TRUE,TRUE,TRUE,Andisheh,11666.67
58,1,TRUE,TRUE,TRUE,North Program Organization,91666.67
90,2,TRUE,TRUE,TRUE,Amirabad,153000
78,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,110000
200,3,TRUE,TRUE,TRUE,Niavaran,666666.67
82,2,TRUE,TRUE,TRUE,Dorous,140000
115,3,TRUE,TRUE,TRUE,Gheitarieh,249500
125,2,TRUE,TRUE,TRUE,Dezashib,375000
107,2,TRUE,TRUE,TRUE,Pasdaran,306666.67
55,1,FALSE,TRUE,FALSE,Karoon,28333.33
50,1,TRUE,TRUE,TRUE,Salsabil,50000
75,2,TRUE,TRUE,TRUE,Pardis,2000
420,5,TRUE,TRUE,FALSE,Andisheh,366666.67
225,4,TRUE,TRUE,FALSE,Andisheh,183333.33
230,3,TRUE,TRUE,TRUE,Heravi,460000
147,3,TRUE,TRUE,TRUE,Elahieh,383333.33
97,2,TRUE,TRUE,TRUE,Pardis,30000
145,3,TRUE,TRUE,TRUE,Dezashib,410000
50,1,TRUE,TRUE,FALSE,Narmak,58333.33
117,2,TRUE,TRUE,TRUE,Heravi,203333.33
72,1,TRUE,TRUE,FALSE,Andisheh,24333.33
161,3,TRUE,TRUE,TRUE,Dorous,433333.33
400,5,TRUE,TRUE,TRUE,Ekhtiarieh,616666.67
230,3,TRUE,TRUE,TRUE,Farmanieh,766666.67
170,3,TRUE,TRUE,TRUE,Heravi,265000
58,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,68333.33
57,1,TRUE,TRUE,TRUE,Shahran,65000
115,3,TRUE,TRUE,TRUE,Farmanieh,270000
50,1,TRUE,TRUE,TRUE,Pirouzi,40000
84,2,TRUE,TRUE,FALSE,Parand,28333.33
78,2,FALSE,TRUE,FALSE,Shahrake Qods,19333.33
64,2,TRUE,TRUE,FALSE,Andisheh,32000
113,2,TRUE,TRUE,TRUE,Punak,216666.67
175,3,TRUE,TRUE,TRUE,Heravi,315000
111,2,TRUE,TRUE,TRUE,Heravi,201666.67
128,3,TRUE,TRUE,TRUE,Heravi,216666.67
200,4,TRUE,TRUE,TRUE,Gheitarieh,466666.67
131,2,TRUE,TRUE,TRUE,Saadat Abad,266000
105,3,TRUE,TRUE,TRUE,Heravi,200000
87,2,TRUE,TRUE,TRUE,Pardis,21666.67
61,2,TRUE,TRUE,FALSE,Salsabil,36666.67
140,3,TRUE,TRUE,TRUE,Ozgol,210000
185,3,TRUE,TRUE,TRUE,Zargandeh,300000
122,2,TRUE,TRUE,TRUE,Saadat Abad,263333.33
69,2,TRUE,TRUE,TRUE,Mirdamad,126500
95,2,TRUE,TRUE,TRUE,Punak,223333.33
90,2,TRUE,TRUE,TRUE,Abbasabad,133333.33
57,1,TRUE,TRUE,TRUE,Ostad Moein,53333.33
400,3,TRUE,TRUE,FALSE,Amirabad,66666.67
81,2,TRUE,TRUE,FALSE,Andisheh,36990
94,2,TRUE,TRUE,TRUE,Andisheh,41666.67
134,2,TRUE,TRUE,TRUE,Kahrizak,53600
74,2,FALSE,FALSE,TRUE,Parand,10500
44,1,TRUE,TRUE,FALSE,Andisheh,19500
100,2,TRUE,TRUE,TRUE,Qasr-od-Dasht,108333.33
175,3,TRUE,TRUE,TRUE,Shahrake Gharb,310000
54,2,TRUE,TRUE,FALSE,Shahran,61666.67
96,2,TRUE,TRUE,TRUE,Amirieh,73666.67
90,2,TRUE,TRUE,TRUE,Karoon,80000
90,2,TRUE,TRUE,TRUE,Shahran,105666.67
68,2,FALSE,FALSE,FALSE,Karoon,36666.67
68,2,FALSE,FALSE,FALSE,Karoon,36666.67
90,2,TRUE,TRUE,TRUE,Shahran,106666.67
97,2,TRUE,TRUE,TRUE,Punak,156666.67
78,2,TRUE,TRUE,FALSE,Punak,91000
125,3,TRUE,TRUE,TRUE,Shahran,185000
97,2,TRUE,TRUE,TRUE,Farmanieh,198333.33
100,2,TRUE,TRUE,TRUE,Farmanieh,206666.67
63,2,TRUE,TRUE,TRUE,Feiz Garden,70000
57,1,TRUE,TRUE,TRUE,Punak,66666.67
80,2,TRUE,TRUE,TRUE,Razi,46333.33
88,2,TRUE,TRUE,TRUE,Razi,52466.67
94,2,TRUE,TRUE,TRUE,Razi,57066.67
109,3,TRUE,TRUE,TRUE,Feiz Garden,141000
78,2,TRUE,TRUE,TRUE,Heravi,110000
250,3,TRUE,TRUE,TRUE,Niavaran,1083333.33
140,3,TRUE,TRUE,TRUE,Heravi,226666.67
100,2,TRUE,TRUE,TRUE,Pardis,16666.67
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,105000
85,2,TRUE,TRUE,TRUE,Parand,38333.33
83,2,TRUE,TRUE,TRUE,East Pars,85833.33
100,2,TRUE,TRUE,TRUE,Pasdaran,183333.33
60,2,TRUE,TRUE,TRUE,Pasdaran,115000
82,2,TRUE,TRUE,TRUE,Narmak,101666.67
150,3,TRUE,TRUE,TRUE,Beryanak,93333.33
49,1,TRUE,TRUE,FALSE,Islamshahr,15333.33
216,4,TRUE,TRUE,FALSE,Andisheh,190000
"1,000",2,TRUE,TRUE,FALSE,Damavand,233333.33
77,2,FALSE,FALSE,FALSE,Parand,14666.67
63,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,69333.33
125,3,TRUE,TRUE,FALSE,Parand,43333.33
45,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,63333.33
135,3,TRUE,TRUE,TRUE,Qalandari,250000
80,2,TRUE,FALSE,TRUE,Qalandari,156666.67
155,3,TRUE,TRUE,TRUE,Gheitarieh,326666.67
125,3,TRUE,TRUE,TRUE,Punak,210000
95,2,TRUE,TRUE,TRUE,Qalandari,208333.33
85,2,TRUE,TRUE,TRUE,Qalandari,150000
110,2,TRUE,TRUE,TRUE,Qalandari,270000
680,5,TRUE,TRUE,FALSE,Ekhtiarieh,2720000
63,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,78333.33
60,1,TRUE,TRUE,TRUE,Saadat Abad,120000
210,3,TRUE,TRUE,TRUE,Gheitarieh,466666.67
145,3,TRUE,TRUE,TRUE,Gheitarieh,386666.67
171,3,TRUE,TRUE,TRUE,Jordan,296666.67
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,61000
140,3,TRUE,TRUE,TRUE,Jordan,256666.67
147,3,TRUE,TRUE,TRUE,Jordan,290000
83,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,80000
105,2,TRUE,TRUE,TRUE,Pardis,17133.33
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,66666.67
750,5,TRUE,TRUE,TRUE,Mahmoudieh,2500000
62,2,TRUE,TRUE,TRUE,Punak,70000
55,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,63333.33
75,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,65000
95,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,140000
89,2,TRUE,TRUE,TRUE,Central Janatabad,120666.67
202,3,TRUE,TRUE,TRUE,Air force,249133.33
51,1,TRUE,TRUE,FALSE,Southern Janatabad,57333.33
400,1,TRUE,FALSE,FALSE,Shahedshahr,100000
145,3,TRUE,TRUE,TRUE,Punak,253333.33
115,3,TRUE,TRUE,TRUE,Punak,166666.67
130,3,TRUE,TRUE,TRUE,Shahrake Gharb,281666.67
62,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,31666.67
94,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,105333.33
87,2,TRUE,TRUE,TRUE,Pardis,24200
51,2,FALSE,TRUE,TRUE,Komeil,35000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,95666.67
80,2,TRUE,TRUE,TRUE,Jeyhoon,71666.67
145,3,TRUE,TRUE,TRUE,Punak,143333.33
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,310000
88,2,TRUE,TRUE,TRUE,Ekbatan,131333.33
175,3,TRUE,TRUE,TRUE,Gheitarieh,507500
94,2,TRUE,TRUE,TRUE,Shahran,156666.67
89,2,TRUE,TRUE,TRUE,Ekhtiarieh,110000
62,2,TRUE,TRUE,FALSE,Pasdaran,113333.33
136,3,TRUE,TRUE,TRUE,Punak,251666.67
60,1,TRUE,TRUE,TRUE,Feiz Garden,81666.67
120,3,TRUE,TRUE,TRUE,Southern Janatabad,166666.67
137,3,TRUE,TRUE,TRUE,Pakdasht,58333.33
160,3,TRUE,TRUE,TRUE,Shahrake Gharb,416666.67
110,2,TRUE,TRUE,TRUE,Saadat Abad,293333.33
71,2,TRUE,TRUE,FALSE,Andisheh,31333.33
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,333333.33
80,2,TRUE,TRUE,FALSE,Andisheh,37000
84,3,TRUE,TRUE,TRUE,Andisheh,53000
77,2,TRUE,TRUE,TRUE,Gheitarieh,184800
74,2,TRUE,TRUE,TRUE,Shahran,136666.67
130,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,180000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,80000
75,2,FALSE,TRUE,TRUE,Parand,12966.67
83,2,TRUE,FALSE,TRUE,Pasdaran,166666.67
65,1,TRUE,TRUE,TRUE,Central Janatabad,116666.67
62,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,36666.67
140,3,TRUE,TRUE,TRUE,Southern Chitgar,49466.67
235,3,TRUE,TRUE,TRUE,Gheitarieh,863333.33
102,2,TRUE,TRUE,TRUE,Gheitarieh,270000
138,3,TRUE,TRUE,TRUE,Kahrizak,41400
49,1,TRUE,TRUE,FALSE,Andisheh,12666.67
250,3,TRUE,TRUE,FALSE,Niavaran,1500000
48,1,TRUE,TRUE,FALSE,Salsabil,33166.67
68,2,TRUE,TRUE,FALSE,Pirouzi,51666.67
128,3,TRUE,TRUE,TRUE,Marzdaran,173333.33
60,1,TRUE,TRUE,TRUE,Pirouzi,46000
85,2,TRUE,TRUE,TRUE,Northern Janatabad,106666.67
85,2,TRUE,TRUE,TRUE,Islamshahr,18833.33
78,2,TRUE,FALSE,FALSE,Islamshahr,18333.33
38,1,TRUE,TRUE,FALSE,Pirouzi,28333.33
92,2,TRUE,FALSE,TRUE,Pirouzi,92000
95,2,TRUE,TRUE,TRUE,Shahran,155000
105,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,130000
92,2,FALSE,FALSE,TRUE,Pardis,18333.33
76,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,80000
85,2,TRUE,TRUE,TRUE,Yaftabad,41666.67
161,3,TRUE,TRUE,TRUE,Gheitarieh,511666.67
85,2,TRUE,TRUE,TRUE,Yaftabad,41666.67
50,1,TRUE,FALSE,TRUE,Ray,25000
78,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,88333.33
54,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,71666.67
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,126666.67
100,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,116666.67
110,3,TRUE,TRUE,TRUE,Jeyhoon,77666.67
57,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,68333.33
